"","year","plan_name","state","return_1yr","aal","mva","arr","payroll","payroll_growth_assumption","total_nc_pct","total_proj_adec_pct","total_benefit_payments"
"1924",2011,"Texas Municipal Retirement System (TMRS)*","Texas",0.024,21563300000,18571293924,0.07,4853300000,0.03,0.15843,0.19793,-811648835
"1925",2012,"Texas Municipal Retirement System (TMRS)*","Texas",0.101,22683800000,20490599022,0.07,4961700000,0.03,0.16108,0.19698,-864937039
"1926",2013,"Texas Municipal Retirement System (TMRS)*","Texas",0.0986,25320135845,22468633624,0.07,5.142e+09,0.03,0.1444,0.1958,-946496522
"1927",2014,"Texas Municipal Retirement System (TMRS)*","Texas",0.0599,26646875266,23727477926,0.07,5.375e+09,0.03,0.14472,0.19242,-1028572120
"1928",2015,"Texas Municipal Retirement System (TMRS)*","Texas",0.0034,28378352783,23708162580,0.0675,5.684e+09,0.03,0.15027,0.19857,-1102785029
"1929",2016,"Texas Municipal Retirement System (TMRS)*","Texas",0.0742,29962754323,25233205773,0.0675,6.122e+09,0.03,0.14779,0.19639,-1162064108
"1930",2017,"Texas Municipal Retirement System (TMRS)*","Texas",0.1427,31811126506,28649374617,0.0675,6.396e+09,0.03,0.14849,0.19509,-1251406534
"1931",2018,"Texas Municipal Retirement System (TMRS)*","Texas",-0.0211,33731025512,27683629439,0.0675,6.664e+09,0.03,0.1503,0.2,-1335253721
"1932",2019,"Texas Municipal Retirement System (TMRS)*","Texas",0.000620876136363636,35652796299.9658,27698289426.7981,0.0675,6863920000,0.03,0.1503,0.2,-1375311332.63
"1933",2001,"Texas Teacher Retirement System (TRS)*","Texas",-0.05,9.4263e+10,79427814814,0.08,2.3365e+10,0,0.1268,0.124,-3649116654
"1934",2002,"Texas Teacher Retirement System (TRS)*","Texas",-0.064,8.9322e+10,71695802361,0.08,2.4818e+10,0,0.1267,0.1355,-4344946459
"1935",2003,"Texas Teacher Retirement System (TRS)*","Texas",0.047,8.4217e+10,77633002461,0.08,2.5756e+10,0.03,0.1246,0.1379,-4729277323
"1936",2004,"Texas Teacher Retirement System (TRS)*","Texas",0.157,9.6737e+10,84202981707,0.08,2.5485e+10,0.03,0.1172,0.1371,-5454381434
"1937",2005,"Texas Teacher Retirement System (TRS)*","Texas",0.095,1.02495e+11,93707816093,0.08,2.5957e+10,0.03,0.104,0.1359,-5387605428
"1938",2006,"Texas Teacher Retirement System (TRS)*","Texas",0.104,1.07911e+11,1.00239e+11,0.08,2.8397e+10,0.03,0.104,0.1342,-5582306639
"1939",2007,"Texas Teacher Retirement System (TRS)*","Texas",0.175,1.15964e+11,1.12129e+11,0.08,3.1114e+10,0.03,0.104,0.1287,-5807036778
"1940",2008,"Texas Teacher Retirement System (TRS)*","Texas",-0.021,1.21757e+11,1.0491e+11,0.08,3.3238e+10,0.035,0.1042,0.125,-6454687449
"1941",2009,"Texas Teacher Retirement System (TRS)*","Texas",-0.219,1.28029e+11,88652971682,0.08,3.5097e+10,0.035,0.1042,0.1412,-6343563704
"1942",2010,"Texas Teacher Retirement System (TRS)*","Texas",0.157,1.34191e+11,95688405009,0.08,3.6629e+10,0.035,0.1042,0.1417,-6669304862
"1943",2011,"Texas Teacher Retirement System (TRS)*","Texas",0.222,1.39315e+11,1.07421e+11,0.08,3.6797e+10,0.035,0.106,0.1453,-7240027455
"1944",2012,"Texas Teacher Retirement System (TRS)*","Texas",0.027,1.44427e+11,1.1145e+11,0.08,3.631e+10,0.035,0.106,0.1502,-7797091498
"1945",2013,"Texas Teacher Retirement System (TRS)*","Texas",0.102,1.50666e+11,1.17388e+11,0.08,3.7104e+10,0.035,0.1031,0.1637,-8153242460
"1946",2014,"Texas Teacher Retirement System (TRS)*","Texas",0.163,1.60036e+11,1.32779e+11,0.08,3.8522e+10,0.035,0.1043,0.1636,-8631080204
"1947",2015,"Texas Teacher Retirement System (TRS)*","Texas",0.042,1.66453e+11,1.28539e+11,0.08,3.962e+10,0.025,0.1003,0.1562,-9021387398
"1948",2016,"Texas Teacher Retirement System (TRS)*","Texas",0.013,1.74239e+11,1.34009e+11,0.08,4.2376e+10,0.025,0.1005,0.1564,-9471551259
"1949",2017,"Texas Teacher Retirement System (TRS)*","Texas",0.129,1.81753e+11,1.47362e+11,0.08,42376200000,0.025,0.1006,0.1555,-9872106213
"1950",2018,"Texas Teacher Retirement System (TRS)*","Texas",0.092,2.00216e+11,1.54569e+11,0.0725,4.4956e+10,0.03,0.1169,0.1719,-10278160798
"1951",2019,"Texas Teacher Retirement System (TRS)*","Texas",0.064,2.0972e+11,1.57978e+11,0.0725,4.7414e+10,NA,0.1176,0.1703,-11364264674
"1952",2001,"University of California Retirement System (UCRP)*","California",-0.055,27451200000,38869900000,0.075,6539200000,0,0.14977,0.00067,-856876000
"1953",2002,"University of California Retirement System (UCRP)*","California",-0.092,30099600000,34441805000,0.075,7226500000,0,0.15191,0.00041,-917747000
"1954",2003,"University of California Retirement System (UCRP)*","California",0.056,32954800000,35326812000,0.075,7733800000,0,0.15311,0.00091,-954887000
"1955",2004,"University of California Retirement System (UCRP)*","California",0.143,35034200000,39187660000,0.075,7835200000,0,0.17107,0.17657,-1064180000
"1956",2005,"University of California Retirement System (UCRP)*","California",0.103,37252400000,41857500000,0.075,8149600000,0,0.174,0.1796,-1223648000
"1957",2006,"University of California Retirement System (UCRP)*","California",0.071,40301700000,43362224000,0.075,8.259e+09,0,0.17857,0.18437,-1369819000
"1958",2007,"University of California Retirement System (UCRP)*","California",0.1883,41436600000,48105348000,0.075,7612700000,0,0.18801,0.19421,-3069413000
"1959",2008,"University of California Retirement System (UCRP)*","California",-0.0574,42576822000,42023162000,0.075,7468809000,0,0.18946,0.13646,-3359198000
"1960",2009,"University of California Retirement System (UCRP)*","California",-0.1881,45160525000,32258542000,0.075,7873694000,0,0.19051,0.22431,-1750223000
"1961",2010,"University of California Retirement System (UCRP)*","California",0.1272,47504309000,34574454000,0.075,7995421000,0,0.18966,0.25276,-1901066000
"1962",2011,"University of California Retirement System (UCRP)*","California",0.2245,51831306000,41872655000,0.075,8163021000,0,0.20694,0.29854,-2042844000
"1963",2012,"University of California Retirement System (UCRP)*","California",0.0037,54619620000,41806485000,0.075,8598114000,0,0.22444,0.33564,-2179081000
"1964",2013,"University of California Retirement System (UCRP)*","California",0.1171,57380961000,45340726000,0.075,8836498000,0,0.24204,0.36834,-2391299000
"1965",2014,"University of California Retirement System (UCRP)*","California",0.1742,60417177000,52783867000,0.075,9299817000,0,0.2556,0.3676,-2578054000
"1966",2015,"University of California Retirement System (UCRP)*","California",0.045,65841255000,55055450000,0.075,9927833000,0,0.25558,0.36268,-2798546000
"1967",2016,"University of California Retirement System (UCRP)*","California",-0.02,69305423000,54164532000,0.0725,10607630000,0,0.25285,0.35735,-2969395000
"1968",2017,"University of California Retirement System (UCRP)*","California",0.145,72965272000,62114258000,0.0725,11095864000,0,0.24881,0.34501,-3180324000
"1969",2018,"University of California Retirement System (UCRP)*","California",0.078,76881052000,66838838000,0.0725,11596220000,0.03,0.24494,0.33534,-3438840000
"1970",2019,"University of California Retirement System (UCRP)*","California",0.06,87782652000,70343741000,0.0675,12301154000,NA,0.27112,0.40672,-3676263000
"1971",2001,"Utah Retirement Systems, Noncontributory Retirement System (URS)*","Utah",-0.05,10433753000,9905802000,0.08,2801564000,0.04,0.1074,0.0994,-311311000
"1972",2002,"Utah Retirement Systems, Noncontributory Retirement System (URS)*","Utah",-0.075,11372802000,9073766000,0.08,2888853000,0.04,0.1074,0.1288,-348230000
"1973",2003,"Utah Retirement Systems, Noncontributory Retirement System (URS)*","Utah",0.26,11951137000,11280140000,0.08,2915008000,0.04,0.108,0.124,-386791000
"1974",2004,"Utah Retirement Systems, Noncontributory Retirement System (URS)*","Utah",0.132,12819001000,12786130000,0.08,3058487000,0.04,0.1134,0.136,-424897000
"1975",2005,"Utah Retirement Systems, Noncontributory Retirement System (URS)*","Utah",0.0896,13594618000,13892439000,0.08,3121800000,0.04,0.1132,0.1339,-469695000
"1976",2006,"Utah Retirement Systems, Noncontributory Retirement System (URS)*","Utah",0.1477,14645138000,15818483000,0.08,3284295000,0.04,0.1118,0.1247,-533248000
"1977",2007,"Utah Retirement Systems, Noncontributory Retirement System (URS)*","Utah",0.0715,16547856000,16751804000,0.0775,3583525000,0.04,0.1156,0.1309,-609526000
"1978",2008,"Utah Retirement Systems, Noncontributory Retirement System (URS)*","Utah",-0.223,17812271000,12714371000,0.0775,3837934000,0.04,0.1156,0.153,-659792000
"1979",2009,"Utah Retirement Systems, Noncontributory Retirement System (URS)*","Utah",0.1288,18879477000,14152562000,0.0775,3888415000,0.04,0.1155,0.1581,-723052000
"1980",2010,"Utah Retirement Systems, Noncontributory Retirement System (URS)*","Utah",0.1373,19876212000,15802205000,0.075,3842855000,0.035,0.1202,0.1783,-793804000
"1981",2011,"Utah Retirement Systems, Noncontributory Retirement System (URS)*","Utah",0.0289,20742874000,15935472000,0.075,3760961000,0.035,0.1193,0.1902,-843696000
"1982",2012,"Utah Retirement Systems, Noncontributory Retirement System (URS)*","Utah",0.131,21675141000,17629437000,0.075,3610948000,0.035,0.1194,0.2002,-900133000
"1983",2013,"Utah Retirement Systems, Noncontributory Retirement System (URS)*","Utah",0.1489,22461527000,19915815000,0.075,3486507000,0.0325,0.1123,0.1831,-974684000
"1984",2014,"Utah Retirement Systems, Noncontributory Retirement System (URS)*","Utah",0.0752,23347433000,21096512000,0.075,3378417000,0.0325,0.111,0.1662,-1043798000
"1985",2015,"Utah Retirement Systems, Noncontributory Retirement System (URS)*","Utah",0.0192,24945530000,21192437000,0.072,3154812000,0.031,0.1153,0.1698,-1123647000
"1986",2016,"Utah Retirement Systems, Noncontributory Retirement System (URS)*","Utah",0.0879,26541851000,22618743000,0.0695,3087708000,0.03,0.1166,0.1694,-1184317000
"1987",2017,"Utah Retirement Systems, Noncontributory Retirement System (URS)*","Utah",0.1357,27587525000,25205127000,0.0695,3261711000,0.03,0.1155,0.158,-1248037000
"1988",2018,"Utah Retirement Systems, Noncontributory Retirement System (URS)*","Utah",-0.0022,28815265000,24666059000,0.0695,3260398000,0.03,0.1141,0.1547,-1320214000
"1989",2019,"Utah Retirement Systems, Noncontributory Retirement System (URS)*","Utah",0.000620876136363636,29807908750.1482,23840807402.8404,0.0695,3358209940,0.03,0.1141,0.1547,-1359820420
"1990",2001,"Utah Retirement Systems, Public Safety Retirement System*","Utah",-0.05,1366134000,1229903000,0.08,260783000,0,0.1972,0.1837,-48607000
"1991",2002,"Utah Retirement Systems, Public Safety Retirement System*","Utah",-0.075,1458491000,1124549000,0.08,268478000,0,0.2049,0.2214,-53962000
"1992",2003,"Utah Retirement Systems, Public Safety Retirement System*","Utah",0.26,1556758000,1404167000,0.08,278402000,0,0.2047,0.2203,-59941000
"1993",2004,"Utah Retirement Systems, Public Safety Retirement System*","Utah",0.132,1726785000,1594043000,0.08,293797000,0,0.2197,0.2539,-66329000
"1994",2005,"Utah Retirement Systems, Public Safety Retirement System*","Utah",0.0896,1834452000,1736451000,0.08,298756000,0,0.2196,0.2524,-74041000
"1995",2006,"Utah Retirement Systems, Public Safety Retirement System*","Utah",0.1477,1968982000,1981492000,0.08,316662000,0,0.2204,0.2408,-82499000
"1996",2007,"Utah Retirement Systems, Public Safety Retirement System*","Utah",0.0715,2247826000,2106302000,0.0775,339187000,0.04,0.2345,0.26,-91864000
"1997",2008,"Utah Retirement Systems, Public Safety Retirement System*","Utah",-0.223,2473667000,1614057000,0.0775,365043000,0.04,0.2399,0.2946,-98944000
"1998",2009,"Utah Retirement Systems, Public Safety Retirement System*","Utah",0.1288,2650675000,1824758000,0.0775,373959000,0.04,0.2413,0.306,-106272000
"1999",2010,"Utah Retirement Systems, Public Safety Retirement System*","Utah",0.1373,2844101000,2058019000,0.075,363037000,0.04,0.2481,0.3433,-115831000
"2000",2011,"Utah Retirement Systems, Public Safety Retirement System*","Utah",0.0289,2948481000,2103751000,0.075,374293000,0.035,0.2588,0.3586,-120570000
"2001",2012,"Utah Retirement Systems, Public Safety Retirement System*","Utah",0.131,3129084000,2366057000,0.075,366471000,0.035,0.261,0.3757,-128532000
"2002",2013,"Utah Retirement Systems, Public Safety Retirement System*","Utah",0.1489,3194775000,2712184000,0.075,383077000,0.035,0.2487,0.341,-137486000
"2003",2014,"Utah Retirement Systems, Public Safety Retirement System*","Utah",0.0752,3351491000,2899386000,0.075,351590000,0.0325,0.2499,0.3202,-144763000
"2004",2015,"Utah Retirement Systems, Public Safety Retirement System*","Utah",0.0192,3637739000,2938839000,0.072,412289000,0.0325,0.2646,0.3401,-155387000
"2005",2016,"Utah Retirement Systems, Public Safety Retirement System*","Utah",0.0879,3934602000,3176545000,0.072,432897000,0.031,0.2729,0.3517,-164508000
"2006",2017,"Utah Retirement Systems, Public Safety Retirement System*","Utah",0.1357,4126154000,3576517000,0.0695,454368000,0.03,0.2739,0.3363,-172870000
"2007",2018,"Utah Retirement Systems, Public Safety Retirement System*","Utah",-0.0022,4351245000,3528069000,0.0695,478056000,0.03,0.2741,0.3367,-188414000
"2008",2019,"Utah Retirement Systems, Public Safety Retirement System*","Utah",0.000620876136363636,4592537074.05395,3501974596.08321,0.0695,492397680,0.03,0.2741,0.3367,-194066420
"2009",2001,"Vermont State Retirement System (VSRS)*","Vermont",0.1099,1026993000,962944449,0.085,278507000,0.045,0.04798,0.06908,-36568090
"2010",2002,"Vermont State Retirement System (VSRS)*","Vermont",0.0707,1017129000,893747682,0.08,300994000,0.045,0.06091,0.06821,-39584163
"2011",2003,"Vermont State Retirement System (VSRS)*","Vermont",0.046,1052004000,917766859,0.08,319855000,0.045,0.07626,0.08346,-41691290
"2012",2004,"Vermont State Retirement System (VSRS)*","Vermont",0.157,1107634000,1040927987,0.08,336615000,0.045,0.08048,0.08758,-44866373
"2013",2005,"Vermont State Retirement System (VSRS)*","Vermont",0.089,1174796000,1120247149,0.08,349258000,0.045,0.08694,0.09414,-49094679
"2014",2006,"Vermont State Retirement System (VSRS)*","Vermont",0.106,1232367000,1219616872,0.08,369310000,0.045,0.0975,0.0997,-53633467
"2015",2007,"Vermont State Retirement System (VSRS)*","Vermont",0.165,1307643000,1392418120,0.0825,386917000,0.045,0.10188,0.09878,-72697394
"2016",2008,"Vermont State Retirement System (VSRS)*","Vermont",-0.059,1464202000,1282493872,0.0825,404938000,0.045,0.1116,0.1279,-80764434
"2017",2009,"Vermont State Retirement System (VSRS)*","Vermont",-0.187,1544144000,1014697982,0.0825,404516000,0.045,0.10756,0.15056,-70220313
"2018",2010,"Vermont State Retirement System (VSRS)*","Vermont",0.178,1559324000,1169844902,0.0825,393829000,0.045,0.10047,0.14107,-79277885
"2019",2011,"Vermont State Retirement System (VSRS)*","Vermont",0.212,1695301000,1380606734,0.085,398264000,0.045,0.10529,0.15419,-85045136
"2020",2012,"Vermont State Retirement System (VSRS)*","Vermont",0.024,1802604000,1378489496,0.085,385526000,0.045,0.10505,0.16495,-90652692
"2021",2013,"Vermont State Retirement System (VSRS)*","Vermont",0.086,1914300000,1470492327,0.085,416766000,0.045,0.10453,0.16743,-96439698
"2022",2014,"Vermont State Retirement System (VSRS)*","Vermont",0.145,2010089866,1657245868,0.085,437676000,0.045,0.10677,0.16577,-101640116
"2023",2015,"Vermont State Retirement System (VSRS)*","Vermont",0.0233,2178826481,1624861239,0.0795,437676000,0.035,0.09467,0.16537,-107877482
"2024",2016,"Vermont State Retirement System (VSRS)*","Vermont",0.011,2289451540,1690650152,0.0795,462057000,0.035,0.09571,0.17251,-116214849
"2025",2017,"Vermont State Retirement System (VSRS)*","Vermont",0.106,2511372455,1748442294,0.075,471268000,0.035,0.098,0.1823,-122532259
"2026",2018,"Vermont State Retirement System (VSRS)*","Vermont",0.067,2661608657,1841500283,0.075,504553000,0.03,0.0991,0.1911,-130393006
"2027",2019,"Vermont State Retirement System (VSRS)*","Vermont",0.059,2779965523,1909469823,0.075,521671033,NA,0.1001,0.2157,-139620777
"2028",2001,"Vermont State Teachers' Retirement System (VSTRS)*","Vermont",-0.016,1254341000,1138548007,0.085,403258000,0.045,0.0621,0.08892,-43007678
"2029",2002,"Vermont State Teachers' Retirement System (VSTRS)*","Vermont",-0.047,1307202000,1066517158,0.085,418904000,0.045,0.0744,0.10151,-47068778
"2030",2003,"Vermont State Teachers' Retirement System (VSTRS)*","Vermont",0.056,1358822000,1099109824,0.08,437239000,0.045,0.1023,0.12928,-51252387
"2031",2004,"Vermont State Teachers' Retirement System (VSTRS)*","Vermont",0.157,1424662000,1245650105,0.08,453517000,0.045,0.1119,0.13921,-55927781
"2032",2005,"Vermont State Teachers' Retirement System (VSTRS)*","Vermont",0.097,1492150000,1333532418,0.08,468858000,0.045,0.1236,0.15031,-61093528
"2033",2006,"Vermont State Teachers' Retirement System (VSTRS)*","Vermont",0.104,1686502000,1430822223,0.0825,499044000,0.045,0.0849,0.11194,-66986139
"2034",2007,"Vermont State Teachers' Retirement System (VSTRS)*","Vermont",0.174,1816650000,1647173018,0.0825,515573000,0.045,0.0856,0.114,-87746685
"2035",2008,"Vermont State Teachers' Retirement System (VSTRS)*","Vermont",-0.066,1984967000,1501320179,0.0825,535807000,0.045,0.0694,0.10795,-97630972
"2036",2009,"Vermont State Teachers' Retirement System (VSTRS)*","Vermont",-0.198,2101838000,1145066114,0.085,561588000,0.045,0.0729,0.14188,-106644769
"2037",2010,"Vermont State Teachers' Retirement System (VSTRS)*","Vermont",0.179,2122191000,1305250050,0.0825,562150000,0.045,0.068,0.1369,-113806494
"2038",2011,"Vermont State Teachers' Retirement System (VSTRS)*","Vermont",0.205,2331806000,1520766932,0.085,547748000,0.045,0.068,0.15473,-125983379
