"","year","plan_name","state","return_1yr","actuarial_cost_method_in_gasb_reporting","funded_ratio","ava","mva","aal","tpl","adec","adec_paid_pct","statutory","statutory_pct","amortizaton_method","total_benefit_payments","benefit_payments","refunds","admin_exp","cost_structure","payroll","ee_contribution","ee_nc_pct","er_contribution","er_nc_pct","er_state_contribution","er_proj_adec_pct","other_contribution","other_additions","fy_contribution","inflation_assum","arr","dr","number_of_years_remaining_on_amortization_schedule","payroll_growth_assumption","total_amortization_payment_pct","total_contribution","total_nc_pct","total_number_of_members","total_proj_adec_pct","type_of_employees_covered","unfunded_actuarially_accrued_liabilities_dollar","wage_inflation"
"2102","2003","Washington Teachers Retirement System Plan 2 & 3","Washington","0.0415","Aggregate Cost","1.6358700000000002","3949000000","3219545359","2414000000",NA,"79500000","0.23",NA,NA,NA,"-10861452","13000000","-3537254","-3093172",NA,"2723000000","633348","0.0248","18225463",NA,NA,"0.0674",NA,NA,NA,NA,"0.08",NA,NA,NA,"0.028","19156730","0.0642",NA,NA,"Plan covers teachers","-1535000000","0.045"
"2103","2004","Washington Teachers Retirement System Plan 2 & 3","Washington","0.1606","Aggregate Cost","1.52641","4138100000","3740501000","2711000000",NA,"96200000","0.31",NA,NA,NA,"-13416000","16000000","-2858000","-2940000",NA,"2878000000","3108000","0.0265","29921000",NA,NA,"0.0596",NA,NA,NA,NA,"0.08",NA,NA,NA,"0.0306","33640000","0.0555",NA,NA,"Plan covers teachers","-1427100000","0.045"
"2104","2005","Washington Teachers Retirement System Plan 2 & 3","Washington","0.1334","Aggregate Cost","1.3448799999999999","4411200000","4258043000","3280000000",NA,"117400000","0.29",NA,NA,NA,"-17118000","21000000","-3110000","-3027000",NA,"3058000000","3549000","0.0341","33767000",NA,NA,"0.0919",NA,NA,NA,NA,"0.08",NA,NA,NA,"0.0437","37787000","0.0823",NA,NA,"Plan covers teachers","-1131200000","0.045"
"2105","2006","Washington Teachers Retirement System Plan 2 & 3","Washington","0.1669","Aggregate Cost","1.33416","4835000000","5030033000","3624000000",NA,"166400000","0.45",NA,NA,NA,"-22351000","27000000","-2399000","-2781000",NA,"3225000000","8990000","0.0427","75353000",NA,NA,"0.0963",NA,NA,NA,NA,"0.08",NA,NA,NA,"0.0466","84509000","0.0924",NA,NA,"Plan covers teachers","-1211000000","0.045"
"2106","2007","Washington Teachers Retirement System Plan 2 & 3","Washington","0.2133","Aggregate Cost","1.304","5277000000","6191959000","4048000000",NA,"167700000","0.61",NA,NA,NA,"-28534000","29000000","-2726000","-3067000",NA,"3318000000","12227000","0.0493","102180000",NA,NA,"0.1079",NA,NA,NA,NA,"0.08",NA,NA,NA,"0.0509","115074000","0.1063",NA,NA,"Plan covers teachers","-1229000000","0.045"
"2107","2008","Washington Teachers Retirement System Plan 2 & 3","Washington","-0.0124","Aggregate Cost","1.254","5681000000","6036834000","4529000000",NA,"208900000","0.52",NA,NA,NA,"-36016000","37000000","-2190000","-3629000",NA,"3621000000","14739000","0.0396","109523000",NA,NA,"0.0677",NA,NA,NA,NA,"0.08",NA,NA,NA,"0.0204","125154000","0.0869",NA,NA,"Plan covers teachers","-1152000000","0.045"
"2108","2009","Washington Teachers Retirement System Plan 2 & 3","Washington","-0.2284","Aggregate Cost","1.182","6160000000","4789348000","5213000000",NA,"186900000","0.86",NA,NA,NA,"-44795000","46000000","-2189000","-3824000",NA,"3957000000","23277000","0.0468","160793000",NA,NA,"0.1195",NA,NA,NA,NA,"0.08",NA,NA,NA,"0.065","184798000","0.1013",NA,NA,"Plan covers teachers","-947000000","0.045"
"2109","2010","Washington Teachers Retirement System Plan 2 & 3","Washington","0.1322","Aggregate Cost","1.155","6593000000","5547281000","5708000000",NA,"221100000","0.75",NA,NA,NA,"-55654000","57000000","-2868000","-3932000",NA,"3966000000","21126000","0.048","164959000",NA,NA,"0.0918",NA,NA,NA,NA,"0.08",NA,NA,NA,"0.0361","186653000","0.1037",NA,NA,"Plan covers teachers","-886000000","0.045"
"2110","2011","Washington Teachers Retirement System Plan 2 & 3","Washington","0.2114","Aggregate Cost","1.134","7141000000","6839903000","6299000000",NA,"232300000","0.72",NA,NA,NA,"-72138000","74000000","-2281000","-4273000",NA,"4085000000","21881000","0.0496","168264000",NA,NA,"0.1021",NA,NA,NA,NA,"0.079",NA,NA,NA,"0.0448","190978000","0.1069",NA,NA,"Plan covers teachers","-842000000","0.0375"
"2111","2012","Washington Teachers Retirement System Plan 2 & 3","Washington","0.014","Aggregate Cost","1.141","7758000000","7087246000","6799000000",NA,"232200000","0.92",NA,NA,NA,"-91400000","94000000","-2169000","-4020000",NA,"4077000000","29829000","0.0495","213852000",NA,NA,"0.1068",NA,NA,NA,NA,"0.079",NA,NA,NA,"0.0496","245027000","0.1067",NA,NA,"Plan covers teachers","-959000000","0.0375"
"2112","2013","Washington Teachers Retirement System Plan 2 & 3","Washington","0.1236","Aggregate Cost","1.049","8406000000","8109224000","8016000000","9205870000","231600000","0.98866",NA,NA,NA,"-116662000","119000000","-2914000","-2830000",NA,"4223000000","34494000","0.0679","228974000",NA,NA,"0.1447",NA,NA,NA,NA,"0.078",NA,NA,NA,"0.0691","264821000","0.1435",NA,NA,"Plan covers teachers","-390000000","0.0375"
"2113","2014","Washington Teachers Retirement System Plan 2 & 3","Washington","0.1706","Aggregate Cost","0.94","9193000000","9791313000","9819100000","10113479000","255277000","0.97675",NA,NA,NA,"-149522000",NA,"-1988000","-4585000",NA,"4450400000","41081000","0.0692","249342000",NA,NA,"0.1478",NA,NA,NA,NA,"0.078",NA,NA,NA,"0.0709","293354000","0.1461",NA,NA,"Plan covers teachers","626100000","0.0375"
"2114","2015","Washington Teachers Retirement System Plan 2 & 3","Washington","0.0493","Aggregate Cost","0.92","9952800000","10378791000","10831400000","11220833000","269160000","0.9921200000000001",NA,NA,NA,"-183212000","183213000","-2840000","-4909000",NA,"4667000000","47206000","0.0748","267038000",NA,"267038000","0.1585",NA,NA,NA,NA,"0.077",NA,NA,NA,"0.076","319751000","0.1573",NA,NA,"Plan covers teachers","878600000","0.0375"
"2115","2016","Washington Teachers Retirement System Plan 2 & 3","Washington","0.0265","Aggregate Cost","0.89","10722000000","10800260000","11983000000","12172222000","382088000","0.82709",NA,NA,NA,"-218011000","218011000","-2971000","-5321000",NA,"5051000000","64263000","0.0798","316022000",NA,"316022000","0.1618",NA,NA,NA,NA,"0.077",NA,NA,NA,"0.0743","384609000","0.1673",NA,NA,"Plan covers teachers","1261000000","0.0375"
"2116","2017","Washington Teachers Retirement System Plan 2 & 3","Washington","0.1344","Aggregate Cost","0.91","11885000000","12524207000","13095000000","13446531000","413260000","0.8810600000000001",NA,NA,NA,"-254721000",NA,"-3010000","-3192000",NA,"5440000000","75481000","0.0777","364106000",NA,NA,"0.1533",NA,NA,NA,NA,"0.075",NA,NA,NA,"0.0718","445484000","0.1592",NA,NA,"Plan covers teachers","1210000000","0.0375"
"2117","2018","Washington Teachers Retirement System Plan 2 & 3","Washington","0.102","Aggregate Cost","0.9","13232000000","13973990000","14705000000","14422665000","486079000","0.91811",NA,NA,NA,"-299433000","299433000000","-3575000","-2797000",NA,"5880000000","97753000","0.0802","446275000",NA,"446275000000","0.1451",NA,NA,NA,NA,"0.075",NA,NA,NA,"0.0611","549447000","0.1642",NA,NA,"Plan covers teachers","1473000000",NA
"2118","2019","Washington Teachers Retirement System Plan 2 & 3","Washington","0.0836","Aggregate Cost","0.9","13232000000","15944952000","14705000000","16545194000","554532000","0.9444600000000001",NA,NA,NA,"-354858000",NA,"-4393000","-3530000",NA,"6721600000","119844000","0.0802","523733000",NA,NA,"0.1451",NA,NA,NA,NA,"0.075",NA,NA,NA,NA,"648405000","0.1642",NA,NA,"Plan covers teachers","1473000000",NA
"2119","2001","West Virginia Public Employees Retirement System","West Virginia","-0.003","Entry Age Normal","0.844","2681395000","2681395000","3178037000",NA,"88381000","1.0177",NA,NA,"Level Dollar Open","-136167000","408637000","-7522000","-1560000",NA,"972711000","44141000","0.045","89949000",NA,"78834000","0.095","0",NA,NA,NA,"0.08",NA,"21.0",NA,"0.0515","134090000","0.0885",NA,NA,"Plan covers state and local employees","496642000",NA
"2120","2002","West Virginia Public Employees Retirement System","West Virginia","-0.029","Entry Age Normal","0.754","2588777000","2588777000","3432467000",NA,"92408000","1.0463",NA,NA,"Level Dollar Open","-150847000","450681000","-7012000","-2265000",NA,"1040269000","47191000","0.045","96690000",NA,"85589000","0.095","0",NA,NA,NA,"0.075",NA,"100.0",NA,"0.0464","143881000","0.0936",NA,NA,"Plan covers state and local employees","843690000",NA
"2121","2003","West Virginia Public Employees Retirement System","West Virginia","0.049","Entry Age Normal","0.731","2699941000","2699940000","3691001000",NA,"117030000","0.8822",NA,NA,"Level Dollar Open","-159806000","479396000","-6549000","-2209000",NA,"1109272000","50874000","0.045","103239000",NA,"84495000","0.105","0",NA,NA,NA,"0.075",NA,"100.0",NA,"0.056","154113000","0.094",NA,NA,"Plan covers state and local employees","991060000",NA
"2122","2004","West Virginia Public Employees Retirement System","West Virginia","0.152","Entry Age Normal","0.8","3095660000","3095660000","3870201000",NA,"116474000","0.9928",NA,NA,"Level Dollar Open","-170596000","175390530","-6756000","-2321000",NA,"1134111000","51676000","0.045","115634000",NA,"95653000","0.105","0",NA,NA,NA,"0.075",NA,"31.0",NA,"0.0557","167310000","0.0943",NA,NA,"Plan covers state and local employees","774541000",NA
"2123","2005","West Virginia Public Employees Retirement System","West Virginia","0.107","Entry Age Normal","0.836","3404651000","3404651000","4074385000",NA,"119164000","0.9964",NA,NA,"Level Dollar Closed","-183292000","189617880","-7903000","-2289000",NA,"1162098000","52984000","0.045","118740000",NA,"149397000","0.0984","0",NA,NA,NA,"0.075",NA,"30.0",NA,"0.0489","171724000","0.0945",NA,NA,"Plan covers state and local employees","669734000","0.05"
"2124","2006","West Virginia Public Employees Retirement System","West Virginia","0.095","Entry Age Normal","0.868","3700186000","3700186000","4264700000",NA,"124033000","1.0771",NA,NA,"Level Dollar Closed","-199255000","209571080","-9142000","-3179000",NA,"1159715000","52248000","0.045","131581000",NA,"96107000","0.0903","2013000",NA,NA,NA,"0.075",NA,"29.0",NA,"0.0425","185842000","0.0928",NA,NA,"Plan covers state and local employees","564514000","0.05"
"2125","2007","West Virginia Public Employees Retirement System","West Virginia","0.176","Entry Age Normal","0.97","4293296000","4293296000","4426051000",NA,"121770000","1.0117",NA,NA,"Level Dollar Closed","-217540000","224224730","-9216000","-4097000",NA,"1191130000","52239000","0.045","121183000",NA,"1620301000","0.0663",NA,NA,NA,NA,"0.075",NA,"28.0",NA,"0.0118","173422000","0.0995",NA,NA,"Plan covers state and local employees","132755000","0.05"
"2126","2008","West Virginia Public Employees Retirement System","West Virginia","-0.065","Entry Age Normal","0.842","3939059000","3939059000","4677027000",NA,"125069000","1.0208",NA,NA,"Level Dollar Closed","-232807000","239172380","-9448000","-4188000",NA,"1219388000","53958000","0.045","125992000",NA,"366598000","0.1084",NA,NA,NA,NA,"0.075",NA,"27.0",NA,"0.0535","179950000","0.0999",NA,NA,"Plan covers state and local employees","737968000","0.05"
"2127","2009","West Virginia Public Employees Retirement System","West Virginia","-0.156","Entry Age Normal","0.797","3930701000","3248270000","4930158000",NA,"128036000","0.9998",NA,NA,"Level Dollar Closed","-248770000","256026480","-10422000","-4257000",NA,"1274485000","56360000","0.045","131143000",NA,"426794000","0.1242",NA,NA,NA,NA,"0.075",NA,"26.0",NA,"0.0695","187503000","0.0997",NA,NA,"Plan covers state and local employees","999457000","0.05"
"2128","2010","West Virginia Public Employees Retirement System","West Virginia","0.16","Entry Age Normal","0.746","3974609000","3866588000","5325830000",NA,"158329000","0.8797",NA,NA,"Level Dollar Closed","-265263000","273012310","-8515000","-4340000",NA,"1315441000","56974000","0.045","139284000",NA,"404637000","0.1464","180000000",NA,NA,NA,"0.075",NA,"25.0",NA,"0.091","376258000","0.1004",NA,NA,"Plan covers state and local employees","1351221000","0.05"
"2129","2011","West Virginia Public Employees Retirement System","West Virginia","0.207","Entry Age Normal","0.784","4322668000","4544625000","5515252000",NA,"192577000","0.8334",NA,NA,"Level Dollar Closed","-284587000","294084940","-9880000","-4403000",NA,"1327717000","57714000","0.045","160493000",NA,"487328000","0.1367",NA,NA,NA,NA,"0.075",NA,"24.0",NA,"0.0811","218207000","0.1006",NA,NA,"Plan covers state and local employees","1192584000","0.05"
"2130","2012","West Virginia Public Employees Retirement System","West Virginia","0.011","Entry Age Normal","0.776","4452395000","4523302000","5735775000",NA,"181481000","1.0525",NA,NA,"Level Dollar Closed","-304263000","312198780","-10844000","-4505000",NA,"1382647000","59200000","0.045","191012000",NA,"495236000","0.1405",NA,NA,NA,NA,"0.075",NA,"23.0",NA,"0.0849","250212000","0.1006",NA,NA,"Plan covers state and local employees","1283380000","0.05"
"2131","2013","West Virginia Public Employees Retirement System","West Virginia","0.131","Entry Age Normal","0.797","4709530000","4999633000","5911263000","5911263000","194259000","0.9656",NA,NA,"Level Dollar Closed","-322731000","332761000","-10413000","-4593000",NA,"1389850000","60293000","0.045","187583000",NA,"513017000","0.1362",NA,NA,NA,NA,"0.075",NA,"22.0",NA,"0.0806","247876000","0.1006",NA,NA,"Plan covers state and local employees","120733000","0.05"
"2132","2014","West Virginia Public Employees Retirement System","West Virginia","0.179","Entry Age Normal","0.831","5208828000","5761109000","6271827000","6113764000","201528000","0.96626",NA,NA,"Level Dollar Closed","-342683000","351455470","-10929000","-4695000",NA,"1389089000","60899000","0.045","194728000",NA,"363127000","0.1322",NA,NA,NA,NA,"0.075",NA,"21.0",NA,"0.0762","255627000","0.101",NA,NA,"Plan covers state and local employees","1062999000","0.05"
"2133","2015","West Virginia Public Employees Retirement System","West Virginia","0.039","Entry Age Normal","0.86784","5565081000","5853556000","6412587000","6412246000","183658000","1.03424",NA,NA,"Level Dollar Closed","-363495000","372639780","-10669000","-4785000",NA,"1392113000","61838000","0.045","189947000",NA,"189947000","0.1074",NA,NA,NA,NA,"0.075",NA,"20.0",NA,"0.0594","251785000","0.093",NA,NA,"Plan covers state and local employees","847506000","0.0375"
"2134","2016","West Virginia Public Employees Retirement System","West Virginia","-0.001","Entry Age Normal","0.89013","5888558000","5697380000","6615406000","6616588000","149481000","1.25011",NA,NA,"Level Dollar Closed","-382577000","391057660","-11877000","-4886000",NA,"1323296000","62801000","0.045","186770000",NA,"193072000","0.098",NA,NA,NA,NA,"0.075",NA,"19.0",NA,"0.0502","249571000","0.0928",NA,NA,"Plan covers state and local employees","726848000","0.0375"
"2135","2017","West Virginia Public Employees Retirement System","West Virginia","0.158","Entry Age Normal","0.91451","6248413000","6385097000","6832513000","6816742000","138663000","1.19481",NA,NA,"Level Dollar Closed","-402213000","412899500","-10566000","-4989000",NA,"1254846000","63578000","0.045","165676000",NA,NA,"0.0869",NA,NA,NA,NA,"0.075",NA,"18.0",NA,"0.04","229254000","0.0919",NA,NA,"Plan covers state and local employees","584100000","0.0375"
"2136","2018","West Virginia Public Employees Retirement System","West Virginia","0.098","Entry Age Normal","0.92935","6508771000","6769554000","7003602000","7027806000","124363000","1.22658",NA,NA,"Level Dollar Closed","-421936000","428261220","-12248000","-6850000",NA,"1160230000","65150000","0.045","152541000",NA,"99777000000","0.0834",NA,NA,NA,NA,"0.075",NA,"17.0",NA,"0.035","217691000","0.0934",NA,NA,"Plan covers state and local employees","494831000","0.03"
"2137","2019","West Virginia Public Employees Retirement System","West Virginia","0.06","Entry Age Normal","0.92935","6508771000","6925454000","7003602000","7140467000","115775000","1.26997",NA,NA,"Level Dollar Closed","-436965000","428261220","-11782000","-6915000",NA,"1388662000","70357000","0.045","147031000",NA,NA,"0.0834",NA,NA,NA,NA,"0.075",NA,"17.0",NA,NA,"217388000","0.0934",NA,NA,"Plan covers state and local employees","494831000",NA
"2138","2001","West Virginia Teachers’ Retirement System","West Virginia","-0.003","Entry Age Normal","0.21","1090663000","1090663000","5188826000",NA,"229926000","1.0668",NA,NA,"Level Percent Closed","-252367000","270150380","-4835000","-1563000",NA,"867018000","54442000","0.06","232647000",NA,NA,"0.1986",NA,NA,NA,NA,"0.08",NA,"34.0",NA,"0.1822","287089000","0.0764",NA,NA,"Plan covers teachers","4098163000",NA
"2139","2002","West Virginia Teachers’ Retirement System","West Virginia","-0.03","Entry Age Normal","0.192","1098441000","1098441000","5709001000",NA,"254050000","1.031",NA,NA,"Level Percent Closed","-277293000","294928410","-4746000","-2180000",NA,"841627000","54748000","0.06","252061000",NA,NA,"0.2162",NA,NA,NA,NA,"0.075",NA,"32.0",NA,"0.1898","306809000","0.0864",NA,NA,"Plan covers teachers","4610560000",NA
"2140","2003","West Virginia Teachers’ Retirement System","West Virginia","0.048","Entry Age Normal","0.191","1191238000","1191237000","6243834000",NA,"290428000","0.9863",NA,NA,"Level Percent Closed","-294705000","304376130","-4432000","-2110000",NA,"832919000","52188000","0.06","274201000",NA,NA,"0.2405",NA,NA,NA,NA,"0.075",NA,"31.0",NA,"0.2085","326389000","0.092",NA,NA,"Plan covers teachers","5052596000",NA
"2141","2004","West Virginia Teachers’ Retirement System","West Virginia","0.151","Entry Age Normal","0.222","1427475000","1427475000","6440738000",NA,"333208000","0.9857",NA,NA,"Level Percent Closed","-316941000","340108810","-3417000","-2088000",NA,"784415000","50671000","0.06","316121000",NA,NA,"0.2344",NA,NA,NA,NA,"0.075",NA,"30.0",NA,"0.2025","366792000","0.0919",NA,NA,"Plan covers teachers","5013263000",NA
